鐻	金豕 zj
舉	 pu
擧	手 pu
榘	矢木 oe
挙	⺍手 ku
鉅	金コ zn
鵙	貝鳥 ox
拠	扌几 uo
侷	亻口 jd
倶	亻 jh
椇	木 eh
罝	罒且 yf
踘	⻊米 pp
虡	虍八 zh
懼	忄隹 hu
跼	⻊口 pd
抅	扌厶 uk
襷	衤手 tu
鴡	且鳥 fx
欅	木手 eu
勮	虍力 zs
蜛	虫古 cc
鶋	尸鳥 cx
齟	齒且 lf
櫸	木 eu
簴	⺮八 rh
躆	⻊豕 pj
躹	身米 zp
鵴	勹鳥 nx
匊	勹米 np
湨	氵犬 km
詎	言コ sn
鋸	金古 zc
駒	馬句 ng
洰	氵コ kn
埧	土 gh
愳	目心 qh
跔	⻊句 pg
輂	龷車 ly
鶪	目鳥 qx
僪	亻口 jd
凥	尸几 co
寠	宀女 wb
挶	扌口 ud
梮	木口 ed
檋	木車 ey
泦	氵九 kk
涺	氵古 kc
淗	氵米 kp
烥	火臣 cq
粔	米コ pn
艍	舟古 ic
鋦	金口 zd
鮈	魚句 wg
且	且 fq
㘌	口刂 dp
㘲	土九 gk
㜘	女且 bf
㞐	尸立 ci
㞫	山之 vr
㠪	工一 uf
㥌	忄米 hp
㨿	扌几 uo
㩀	扌丶 ui
㩴	扌隹 uu
㪺	大斗 mj
㬬	日隹 ou
㮂	木 qe
㳥	氵廾 kl
㽤	田米 qp
䀠	目目 qq
䃊	石且 mf
䄔	礻⽱ fv
䅓	禾又 xr
䆽	穴豕 ej
䈮	⺮句 rg
䋰	糸 qi
䏱	月口 vd
䕮	艹米 lp
䗇	虫米 cp
䛯	言古 sc
䜯	谷米 hp
䡞	車 qy
䢸	且阝 ft
䢹	匚阝 nt
䣰	酉コ yn
䤎	酉口 yd
䪕	韋米 gp
䰬	鬼口 ad
䱟	魚古 wc
䱡	魚米 wp
䵕	禾古 xc
䶙	齒コ ln
䶥	齒且 lf
乬	匚乙 na
啹	口古 dc
埾	耳土 qg
壉	土豕 gj
姖	女コ bn
婅	女米 bp
婮	女古 bc
屨	尸女 cb
巈	山米 vp
巪	匚ヿ na
忂	彳隹 wu
怇	忄コ hn
怐	忄句 hg
懅	忄豕 hj
揟	扌⺝ uv
昛	日コ on
椈	木米 ep
歫	止コ sn
毩	毛米 vp
毱	毛米 vp
犑	牜犬 qm
狊	目犬 qm
珇	王且 nf
眗	目句 qg
窶	穴女 eb
粷	米米 pp
繘	糹口 id
耟	耒コ an
聥	耳⽱ qv
蒩	艹且 lf
蓻	艹丶 li
蘜	艹米 lp
蚷	虫コ cn
螶	匚虫 nc
諊	言米 sp
豦	虍豕 zj
貗	豸女 mb
趜	走米 pp
跙	⻊且 pf
蹫	⻊口 pd
邭	句阝 gt
郹	目阝 qt
閰	門臼 ap
陱	阝米 tp
颶	⺇ oh
駏	馬コ nn
駶	馬口 nd
驧	馬米 np
鮔	魚コ wn
鼰	鼠貝 po
鼳	鼠犬 pm
𠉧	亻又 jr
𠋬	亻犬 jm
𠙆	㐅几 bo
𠚵	及刂 cp
𠜹	目刂 qp
𠟰	大刂 mp
𠤄	勹 ng
𠨭	厂 xu
𠩉	厂凵 xm
𠮑	革又 tr
𠰾	口几 do
𡉎	土工 gu
𡒍	耳土 qg
𡢒	女豆 bz
𡥶	子⽱ hv
𡨅	宀口 wd
𡨢	宀古 wc
𡫬	宀人 wj
𡱾	尸又 cr
𡳘	尸人 cj
𡶋	山九 vk
𡸘	山又 vr
𡸨	山又 vr
𡿾	巛隹 ou
𢚆	忄力 hs
𢤫	忄 hu
𢩁	戶句 mg
𢯺	扌⽱ uv
𣌬	曰四 oy
𣍇	一又 fr
𣎛	月口 vd
𣐊	木九 ek
𣖣	木 es
𣶝	氵且 kf
𣻐	氵且 kf
𤓯	一小 fy
𤔋	爪コ yn
𤖵	片句 ag
𤜔	日牛 oq
𤢓	犭豕 mj
𤷢	疒 ah
𤼳	癶 hu
𥂃	彳皿 wa
𥄷	目コ qn
𥇛	大目 mq
𥈋	目⽱ qv
𥉁	目 qp
𥕑	石且 mf
𥘮	礻句 fg
𥢧	禾戈 xp
𥪏	立又 ir
𥬙	⺮コ rn
𥮗	⺮米 rp
𥯔	⺮⽱ rv
𥲜	⺮皿 ra
𥴧	⺮豕 rj
𥴪	⺮辶 ru
𥷚	⺮言 rs
𦀣	丿糸 ti
𦅽	亻糸 ji
𦇙	糹 iu
𦊐	罒コ yn
𦗻	耳辶 qu
𦙮	月穴 ve
𦛓	月臼 vp
𦜛	月九 vk
𦞇	月⽱ vv
𦟳	月木 ve
𦥑	⺽ pj
𦱅	⺿古 lc
𦺖	⺿口 ld
𦼈	艹灬 lc
𧂜	⺿女 lb
𧄛	⺿言 ls
𧝲	衤豕 tj
𧣒	⺈コ xn
𧣻	⺈古 xc
𧤑	臼用 pt
𧲋	豕豕 jj
𧵞	口貝 do
𧷾	貝口 od
𧸧	貝 po
𧺤	走九 pk
𧺹	走コ pn
𧻗	走一 pf
𧽻	走口 pd
𧾣	走夊 ph
𧿻	⻊九 pk
𨁺	⻊ ph
𨋔	車丶 yi
𨋧	白車 uy
𨍯	日車 oy
𨗝	辵口 ud
𨛮	尸阝 ct
𨝮	耳阝 qt
𨧙	金口 zd
𨨠	金米 zp
𨸰	阝九 tk
𩉸	革コ tn
𩋜	革古 tc
𩍔	革夂 th
𩍸	⺮革 rt
𩛺	米 qp
𩜃	 qh
𩧒	馬鳥 nx
𩫴	镸九 pk
𩬜	镸九 pk
𩭊	镸口 pd
𩰤	矢匕 ov
𩳵	鬼犬 am
𩴘	鬼几 ao
𩷐	魚口 wd
𩿝	匚鳥 nx
𪀣	㐅鳥 bx
𪁥	豕鳥 jx
𪂓	山鳥 vx
𪗖	人齒 jl
劵	丷力 hs
巻	丷己 hv
圏	囗己 rv
捲	扌⺋ uz
絹	糹⺝ iv
鋗	金⺝ zv
悁	忄⺝ hv
朘	月夊 vh
奆	大コ mn
惓	忄⺋ hz
弮	丷弓 hb
睠	目⺋ qz
雋	隹 um
罥	罒⺝ yv
呟	口幺 di
獧	犭 mt
臇	月 vm
帣	丷巾 hr
棬	木⺋ ez
縳	糹寸 ik
羂	罒⺝ yv
脧	⺼夊 vh
埍	土⺝ gv
梋	木⺝ ev
淃	氵⺋ kz
絭	丷糸 hi
裐	衤⺝ tv
錈	金⺋ zz
鎸	金乃 zv
鐫	金 zm
餋	丷食 hq
㢧	弓一 bf
㢾	弓土 bg
㪻	言斗 sj
㯞	木⺝ ev
㷷	火八 ch
䄅	丷示 hf
䅌	禾⺝ xv
䌸	纟丶 ii
䖭	丷虫 hc
䚈	覀見 ve
䡓	行車 py
䣺	酉⺝ yv
䳪	山鳥 vx
勌	丷力 hs
勬	丷力 hs
奍	丷 hp
姢	女⺝ bv
婘	女⺋ bz
慻	忄目 hq
椦	木力 es
瓹	口瓦 dr
睊	目⺝ qv
腃	月⺋ vz
菤	艹⺋ lz
蔨	艹⺋ lz
讂	言夊 sh
鞙	革⺝ tv
飬	丷艮 hi
𠔉	八夫 hh
𠡶	丷力 hs
𠢚	丷力 hs
𡘰	大豆 mz
𡡀	女目 bq
𡫂	宀⺝ wv
𡱑	尸⺼ cv
𢋄	广 xm
𢍏	丿廾 tl
𢎠	弓丨 bg
𢎥	弓二 bm
𢝓	忄水 hk
𣙢	束⺋ xz
𣚓	木⺝ ev
𣜨	厶⺋ kz
𣬏	匕 av
𤎱	火 cm
𤲨	田⺋ qz
𤺻	疒 am
𥁠	丷皿 ha
𥅬	目云 qb
𥆞	罒罒 yy
𥱽	⺮⺋ rz
𦁆	糹厶 ik
𦊌	冂⺝ mv
𦢿	月口 vd
𦬾	⺿幺 li
𦮻	⺿⺼ lv
𦳽	⺿儿 lp
𦼱	⺿ lm
𧎖	虫水 ck
𧕲	隹虫 uc
𧭦	言攴 sh
𧯦	丷豆 hz
𨆈	⻊ pt
𨌫	車⺋ yz
𨤑	丿又 tr
𨩸	金 zh
𨹵	阝⺋ tz
𩎳	歹韋 gg
𩏗	丷韋 hg
𩔱	頁 kw
𩘒	宀虫 wc
𩜇	⺋ qz
𩟥	 qm
脚	月卩 vz
決	氵人 kj
絶	糹巴 im
叕	又又 rr
絕	糹巴 im
噱	口豕 dj
矞	予口 id
鳜	鱼欠 we
燋	火灬 cc
鴂	鳥 nx
蹷	厂足 xp
亅	亅 gs
鴃	鳥人 xj
駃	馬人 nj
屩	尸口 cd
蕝	艹巴 lm
訣	言人 sj
泬	氵穴 ke
崫	山凵 vm
焳	火隹 cu
氒	氏十 bn
钁	金又 zr
璚	王口 nd
誳	言凵 sm
埆	土用 gt
孒	了一 rf
嶥	山欠 ve
蟨	厂虫 xc
趉	走凵 pm
逫	又辶 ru
橜	厂木 xe
灍	氵欠 ke
熦	火隹 cu
爑	火灬 cc
玨	王王 nn
穱	禾寸 xk
觮	⺈氺 xk
躩	⻊又 pr
鈌	金人 zj
鐍	金口 zd
鐝	金欠 ze
㓸	刂 cp
㔃	糹刀 ip
㔢	糹力 is
㟲	山小 vy
㤜	忄丶 hi
㩱	扌寸 uk
㭈	木人 ej
㭾	木凵 em
㰐	木辶 eu
㷾	火豕 cj
㸕	爪又 yr
㹟	犭人 mj
㻕	王凵 nm
䀗	目人 qj
䁷	目 pq
䆕	穴人 ej
䆢	穴人 ej
䇶	⺮用 rt
䋉	糹穴 ie
䍊	缶乂 ab
䏐	月人 vj
䏣	月且 vf
䐘	月又 vr
䖼	虫卩 cz
䘿	衤凵 tm
䙠	衤欠 te
䝌	豕又 jr
䞵	走又 pr
䞷	走凵 pm
䟾	⻊又 pr
䠇	⻊凵 pm
䡈	車乂 yb
䦆	钅又 zr
䦼	阝人 tj
刔	刂 np
匷	匚隹 nu
噊	口口 dd
妜	女人 bj
屫	尸口 cd
弡	弓コ bn
彏	弓又 br
憠	厂心 xh
憰	忄口 hd
戄	忄又 hr
挗	扌弓 ub
捔	扌用 ut
撧	扌巴 um
欮	䒑欠 he
爴	囗爪 ry
瑴	士殳 gr
疦	疒人 aj
瘚	疒欠 ae
矡	予又 ir
臄	月豕 vj
芵	艹人 lj
虳	虫丶 ci
蚗	虫人 cj
蟩	虫欠 ce
袦	衤凵 tm
觼	⺈夊 xh
譎	言口 sd
貜	豸又 mr
赽	走人 pj
鷢	厂鳥 xx
𠀔	一人 fj
𠄌	𠄌 ae
𠄑	乛乚 aa
𠊬	亻卩 jz
𠎮	亻欠 je
𠢤	厂力 xs
𠨊	卜 qy
𠫃	厂木 xe
𠶸	口卩 dz
𡈅	囗 rp
𡚠	大又 mr
𡲗	尸凵 cm
𡳾	 sc
𢁪	巾人 rj
𢎹	弓人 bj
𢏷	弓凵 bm
𢔱	彳卩 wz
𢖦	彳又 wr
𢨏	廿丿 lt
𢩯	扌一 uf
𢯅	扌土 ug
𢱺	扌皮 ur
𢴭	糹手 iu
𣅡	日人 oj
𣖬	木欠 ee
𣨢	歹凵 gm
𣬎	人 wj
𤛦	牜欠 qe
𤞴	犭用 mt
𤟎	犭凵 mm
𤹋	疒民 ad
𤼗	疒足 ap
𥄴	目 qe
𥆌	目用 qt
𥈾	目目 qq
𥏘	矢凵 om
𥕲	石欠 me
𥛯	礻口 fd
𥤘	禾又 xr
𥪊	立凵 im
𥾮	糹戈 ip
𦁐	糹凵 im
𦏅	⺶欠 ge
𦓐	丿⺵ ty
𦛲	月用 vt
𦠒	厂⺼ xv
𦪘	舟欠 ie
𧍕	虫卩 cz
𧗫	行厶 pk
𧝃	衤口 td
𧣸	⺈又 xr
𧤼	⺈欠 xe
𧥎	⺈攴 xh
𧮫	𧮫 hg
𧮬	谷十 hn
𧱝	又豕 rj
𧺐	走一 pf
𧾵	走又 pr
𧿺	⻊凵 pm
𨊿	車又 yr
𨏹	車又 yr
𨟠	目阝 qt
𨬐	厂金 xz
𨰜	金寸 zk
𨼎	阝巴 tm
𨼱	丿 tk
𩊺	革用 tt
𩏺	韋又 gr
𩓻	山頁 vw
𩧏	馬隹 nu
𩧡	目馬 qn
𩪗	欠 fe
𩰨	爫寸 yk
𪁠	氵鳥 kx
𪈴	目鳥 qx
𪖜	自土 og
𪚅	齒寸 lk
軍	冖車 wy
濬	氵目 kq
儁	亻 jm
麕	鹿禾 xx
箘	⺮禾 rx
寯	宀 wm
桾	木口 ed
埈	土夊 gh
頵	頁 bw
鈞	金冫 zw
燇	火寸 ck
鵔	鳥夊 xh
鵕	厶鳥 kx
駿	馬夊 nh
鍕	金車 zy
袀	衤冫 tw
賐	貝夊 oh
陖	阝夊 th
餕	飠夊 qh
馂	饣夊 qh
汮	氵冫 kw
銁	金日 zo
銞	勹金 nz
㑺	亻乃 jv
㒞	亻 jm
㓴	而刂 lp
㕙	厶兔 kw
㚬	女冫 bw
㝦	宀乃 wv
㴫	氵阝 kt
㻒	王禾 nx
㽙	田儿 qp
䇹	⺮口 rd
䕑	艹女 lb
䜭	谷 gh
䝍	豕車 jy
呁	口冫 dw
姰	女日 bo
懏	忄 hm
攈	扌禾 ux
攟	扌禾 ux
棞	木禾 ex
皸	冖皮 wr
皹	皮車 ry
碅	石禾 mx
箟	⺮匕 rv
蚐	虫冫 cw
蜠	虫禾 cx
覠	見 be
鮶	魚口 wd
鵘	鳥 bx
麏	鹿口 xd
𠀹	口 hd
𠣕	勹王 nn
𠨢	⺈夊 xh
𢉦	广車 xy
𢻸	勹攴 nh
𤮪	廾 al
𥇘	目禾 qx
𥚂	礻夊 fh
𥜮	礻口 fd
𥡣	禾龶 xa
𦇘	糹禾 ix
𦌺	 bt
𦴌	⺿夕 ll
𦵼	⺿阝 lt
𧥺	言二 sm
𧯖	谷目 hq
𧽔	走又 pr
𨌘	車夊 yh
𨛐	厶阝 kt
𨲄	镸又 pr
𨶊	亻門 ja
𪍁	木禾 ex
𪕞	鼠夊 ph
佧	亻卜 jy
鉲	金卜 zy
垰	土卜 gy
裃	衤卜 ty
䘔	丿各 ts
岂	山己 vv
開	門廾 al
豈	山豆 vz
鎧	金豆 zz
凱	山几 vo
愒	忄亾 hf
愷	忄豆 hz
輆	車亥 yk
塏	土豆 gz
剴	山刂 vp
愾	忄米 hp
暟	日豆 oz
欯	士欠 ge
烗	火亥 ck
鍇	金白 zu
鎎	金米 zp
鐦	金廾 zl
闓	門豆 az
㚊	夕亥 lk
㡁	巾ㄅ ra
䁗	目豆 qz
䐩	月豆 vz
䒓	艹ㄅ la
䡷	車皿 ya
勓	力 vs
奒	大亥 mk
颽	山虫 vc
𠢲	⺈力 xs
𡁁	口攴 dh
𡙓	大彡 me
𡳂	尸豆 cz
𢋝	广木 xe
𢔡	彳白 wu
𢢚	忄欠 he
𢾆	攴 vh
𤉫	火大 cm
𤐩	火皿 ca
𤡲	犭廾 ml
𥃣	⺷皿 ga
𥎆	予口 id
𥏪	矢白 ou
𥻄	米白 pu
𦂄	糹白 iu
𨴆	門丁 aa
𩋧	革白 tu
𩫀	高大 gm
嵌	山欠 ve
冚	冖山 wv
栞	木 ee
凵	凵 mk
顑	戊頁 nw
轗	車心 yh
偘	亻口 jd
埳	土臼 gp
輡	車臼 yp
扻	扌欠 ue
㸝	片欠 ae
䀍	音皿 xa
䘓	丿臼 tp
䶫	齒攵 lh
惂	忄臼 hp
欿	⺈欠 xe
歁	欠 ze
矙	目攵 qh
竷	音夂 xh
鬫	鬥攵 jh
龕	亼龍 jt
𠝲	禾刂 xp
𡶪	石山 mv
𡸞	山臼 vp
𡺗	山目 vq
𢙮	𠂇心 nh
𢦟	戈乛 pa
𣊟	日攵 oh
𣣒	斤欠 te
𣽌	氵欠 ke
𥍓	目攵 qh
𥑫	石穴 me
𥓒	石臼 mp
𥦔	穴欠 ee
𦞖	月目 vq
𧇦	氵虎 kz
𧡵	大見 me
𧯰	豆臼 zp
𧱄	口豕 dj
𨍜	車㇗ ya
𨒞	屮辶 su
𩐬	音火 xc
𩑟	亼頁 jw
𩒃	戊頁 nw
𩓟	⺈頁 xw
𩜱	㇗ qa
𪉯	⺊㇗ ya
鱇	魚氺 wk
囥	囗几 ro
漮	氵氺 kk
穅	禾氺 xk
匟	匚几 no
鈧	金几 zo
鏮	金氺 zk
㝩	宀氺 wk
㰠	亠欠 ze
㱂	广欠 xe
䡉	車几 yo
嫝	女氺 bk
嵻	山氺 vk
槺	木氺 ek
砊	石几 mo
躿	身氺 zk
閌	門几 ao
𠻞	口氺 dk
𠾨	口欠 de
𡵻	山几 vo
𡻚	山氺 vk
𢴦	扌頁 uw
𣔛	木儿 ep
𤮊	广瓦 xr
𥉽	目氺 qk
𥒳	宀几 wo
𥕎	石氺 mk
𥹺	广米 xp
𨀫	⻊几 po
𨂟	⻊儿 pp
𨄗	⻊氺 pk
𨎍	車氺 yk
𨝎	广阝 xt
𨻷	阝氺 tk
𪎵	黃几 no
攷	一攵 fh
丂	一ㄅ fa
鲓	鱼ㄅ wa
銬	金ㄅ za
䐧	月高 vg
䯌	骨九 fk
䯪	高頁 gw
嵪	山高 vg
髛	高九 gk
鮳	魚ㄅ wa
鯌	魚口 wd
𡭳	马小 ny
𣧏	歹攴 gh
𣨻	 gv
𣩅	歹高 gg
𥬯	⺮ㄅ ra
𥹬	米ㄅ pa
𧋓	虫口 cd
𨃤	⻊高 pg
𨘴	⺧辶 qu
𩩾	已 fv
課	言木 se
铪	钅口 zd
蚵	虫可 cz
剋	古刂 cp
殻	士殳 gr
殼	士殳 gr
尅	古寸 ck
緙	糹革 it
钶	钅可 zz
榼	木皿 ea
顆	田頁 qw
趷	⻊乙 pa
頦	亥頁 kw
砢	石可 mz
勊	古力 cs
樖	亼可 jz
碦	石各 ms
渇	氵匕 kv
艐	舟夊 ih
錁	金木 ze
悈	忄廾 hl
硞	石口 md
礚	石皿 ma
閜	門可 az
勀	古力 cs
愘	忄各 hs
薖	艹辶 lu
鈳	金可 zz
㕉	厂口 xd
㞹	山可 vz
㤩	各心 sh
㪙	田攵 qh
㪡	宀攴 wh
㪼	可斤 zt
㵣	氵欠 ke
㾧	疒木 ae
䙐	衤鬲 tn
䶗	齒可 lz
堁	土木 ge
娔	女儿 bp
嵙	山斗 vj
愙	宀心 wh
揢	扌各 us
敤	田攴 qh
牱	牜可 qz
犐	牜斗 qj
翗	夕羽 lz
萪	艹斗 lj
衉	丿各 ts
軻	車可 yz
醘	酉皿 ya
騍	馬木 ne
𠏀	亻辶 ju
𠡜	力 bs
𠡤	力 bs
𠢹	广力 xs
𠩧	厂止 xs
𠪒	厂金 xz
𠪟	厂缶 xa
𠲙	口丶 di
𠳭	口儿 dp
𠶲	口缶 da
𠷄	口缶 da
𡞢	女刂 bp
𡱼	尸木 ce
𡸡	厂山 xv
𡻘	山皿 va
𢈈	广口 xd
𢩏	户 ma
𢩐	户山 mv
𢩘	戶皿 ma
𢼐	冖攴 wh
𢾩	土攴 gh
𣧤	歹可 gz
𣲊	⺊水 yk
𣹇	氵可 kz
𤖇	爿木 ae
𤛗	士牛 gq
𥃕	士皿 ga
𥊉	目口 qd
𥔽	石口 md
𥝹	禾斤 xt
𥠁	禾口 xd
𥦨	金 ez
𥯚	⺮各 rs
𦝣	月各 vs
𧈗	車虎 yz
𧎗	禾虫 xc
𧛾	衤皿 ta
𧜡	衤皿 ta
𧠋	見廾 el
𧨵	言缶 sa
𧵛	貝可 oz
𧿫	⻊斗 pj
𨍰	車皿 ya
𨏿	車車 yy
𨢸	酉皿 ya
𩏭	韋一 gf
𩜭	斗 qj
𩭽	镸各 ps
𩰻	鬲丶 ni
𩱘	鬲衣 nt
𪃭	宀鳥 wx
𪍎	木斗 ej
𪓮	日黾 od
龈	齿艮 li
龂	齿斤 lt
褃	衤⺝ tv
豤	豕艮 ji
墾	豸土 mg
肎	冖⺝ wv
錹	金⺝ zv
㸧	牙艮 li
懇	豸心 mh
掯	扌⺝ uv
珢	王艮 ni
肻	⺊⺝ yv
貇	豸艮 mi
𠳁	口木 de
𣍟	冖月 wv
𣥤	止田 sq
𤀊	氵艮 ki
𥖞	豸石 mm
𨼯	阝艮 ti
𩎤	韋艮 gi
阬	阝几 to
殸	士殳 gr
硜	石工 mu
鏗	金土 zg
銵	金身 zz
鍞	金貝 zo
䡰	士車 gy
劥	亠力 zs
坈	土几 go
挳	扌工 uu
揁	扌貝 uo
摼	扌土 ug
牼	牜工 qu
硻	臣石 qm
誙	言工 su
𠠷	ㄥ力 as
𡞚	女⺝ bv
𡷨	山工 vu
𣢐	欠欠 ee
𣢴	𠂉欠 ee
𣫒	士工 gu
𥉸	目土 qg
𥑅	石九 mk
𥑒	石小 my
𥒁	石川 mo
𥒱	石彡 me
𥥳	穴舟 ei
𧀘	⺿貝 lo
𨌳	車⺝ yv
𨌶	車目 yq
𨍑	車音 yx
矼	石工 mu
鞚	革工 tu
鵼	穴鳥 ex
椌	木工 eu
悾	忄工 hu
涳	氵工 ku
錓	金乚 za
㚚	大口 md
㤟	曲心 yh
㸜	爿工 au
羫	⺶工 gu
躻	身工 zu
𠀝	一一 ff
𢃐	巾工 ru
𢪬	扌乚 ua
𢷙	扌工 uu
𢽦	穴攴 eh
𣏺	木乚 ea
𤗇	片工 au
𤤲	王几 no
𥔇	石口 md
𥥅	穴乚 ea
𦁈	糹土 ig
𦱇	⺿工 lu
𦶐	⺿心 lh
𧌆	虫土 cg
𧚬	衤工 tu
𩲧	工鬼 ua
𪔣	工 hu
摳	扌口 ud
釦	金口 zd
宼	宀女 wb
蔲	艹攵 lh
彄	弓口 bd
冦	冖攴 wh
滱	氵攴 kh
㓂	冖女 wb
㔚	舌力 as
㲄	士殳 gr
䁱	目儿 qp
䳟	日鳥 ox
䳹	鳥攴 xh
佝	亻句 jg
剾	匸刂 np
劶	⺁力 xs
敂	句攵 gh
瞘	目口 qd
窛	穴女 eb
竘	立句 ig
簆	⺮攴 rh
鷇	士殳 gr
𠛅	匸刂 np
𡠆	士女 gb
𢂁	巾句 rg
𢄠	巾口 rd
𢚫	𢎨心 th
𢟭	忄攵 hh
𢼃	勹攵 nh
𣂻	匸斤 nt
𣻎	氵攵 kh
𣿟	氵又 kr
𤘘	牜口 qd
𥊧	士目 gq
𥲃	⺮攵 rh
𦬅	⺿口 ld
𦴎	⺿殳 lr
𦶲	⺿女 lb
𧥣	言口 sd
𨙫	口阝 dt
𨥴	石金 mz
𪄺	鳥攵 xh
𪇄	士鳥 gx
庫	广車 xy
挎	扌ㄅ ua
堀	土凵 gm
袴	衤ㄅ ta
焅	火口 cd
窋	穴凵 em
朏	月凵 vm
嚳	口 pd
俈	亻口 jd
褲	衤車 ty
鮬	魚ㄅ wa
狜	犭古 mc
絝	糹ㄅ ia
㒂	亻日 jo
㠸	巾夫 rh
㱠	歹古 gc
䇢	⺮古 rc
䧊	阝口 td
䵈	彳麻 wz
廤	广 xv
扝	扌ㄅ ua
桍	木ㄅ ea
瘔	疒古 ac
秙	禾古 xc
跍	⻊古 pc
郀	大阝 mt
𠠶	𠂉力 es
𠺟	口車 dy
𡀙	口凵 dm
𡉄	𠂇土 ng
𡑚	士土 gg
𡑣	土凵 gm
𡗵	大丨 mg
𡞯	女古 bc
𡶏	山凵 vm
𡼿	山凵 vm
𢏆	弓古 bc
𢼁	⺊攵 yh
𣗺	厶古 kc
𥈷	十目 nq
𥌄	目 gq
𥞴	禾口 xd
𥟾	禾古 xc
𥧋	穴廾 el
𥯶	⺮古 rc
𦜇	月凵 vm
𦡆	月凵 vm
𧊘	虫ㄅ ca
𧠂	襾攵 vh
𧷎	土 gg
𧿉	⻊ㄅ pa
𧿋	⻊丩 pi
𨐡	古 nc
𩇵	古 rc
𩊓	革ㄅ ta
𩑔	𠂉頁 ew
𩱙	米鬲 pn
𪌓	木殳 er
𪍠	士夂 gh
咵	口ㄅ da
誇	言ㄅ sa
舿	舟ㄅ ia
銙	金ㄅ za
趶	⻊ pn
骻	骨ㄅ fa
㐄	㐄 vk
䯞	骨口 fd
晇	日ㄅ oa
𠇗	亻瓜 jy
𡇚	囗白 ru
𡕒	𡕒 vk
𡗸	大乍 mw
𢄳	巾日 ro
𢓢	彳ㄅ wa
𥏤	矢ㄅ oa
𥑹	石ㄅ ma
𨃖	⻊ㄅ pa
𨕺	大辶 mu
𨵧	門口 ad
塊	土鬼 ga
巜	巜 oc
凷	土凵 gm
膾	月曰 vo
擓	扌隹 uu
廥	广曰 xo
蒉	艹贝 lo
鱠	魚曰 wo
㔞	千力 ls
㙕	土⺝ gv
㙗	土 gt
㟴	山鬼 va
㬮	日隹 ou
㱮	歹贝 go
䈛	⺮又 rr
䓒	艹田 lq
䭝	飠曰 qo
䯤	骨曰 fo
儈	亻曰 jo
噲	口曰 do
圦	土入 gj
墤	土貝 go
旝	方曰 lo
欳	⺊欠 ye
獪	犭曰 mo
糩	米曰 po
鄶	亼阝 jt
𠜐	⺊刂 yp
𠣲	勹凵 nm
𡚅	人大 jm
𡼾	山曰 vo
𢾒	宀攴 wh
𣫉	士乃 gv
𥢶	禾曰 xo
𦔦	⽾曰 ao
𦳋	⺿又 lr
𨛖	⺊阝 yt
𩦱	馬曰 no
寬	宀丶 wi
寛	宀見 we
欵	匕欠 ve
歀	木欠 ee
髖	骨丶 fi
梡	木儿 ep
鑧	金丶 zi
㝟	宀見 we
㯘	木欠 ee
䕀	艹欠 le
䤭	金巾 zr
䥗	金欠 ze
䲌	魚欠 we
臗	月丶 vi
𢕫	彳欠 we
𢴪	扌欠 ue
𣢻	⺊欠 ye
𣽟	氵欠 ke
𥟓	禾㠯 xk
𥦀	見 ee
劻	匚力 ns
況	氵儿 kp
絖	糹光 im
曠	日黄 on
鵟	犭鳥 mx
迋	王辶 nu
礦	石黄 mn
誑	言王 sn
鉱	金厶 zk
貺	貝儿 op
軖	車王 yn
恇	忄王 hn
鑛	金黄 zn
穬	禾黄 xn
軠	車士 yg
軦	車儿 yp
軭	車王 yn
壙	土黄 gn
纊	糹黄 in
鋛	金丨 zg
㑌	亻王 jn
䊯	米黄 pn
䒰	艹王 ln
䵃	木黄 en
儣	亻黄 jn
匩	匚王 nn
岲	山儿 vp
忹	忄王 hn
懬	广心 xh
懭	忄黄 hn
抂	扌王 un
昿	日厶 ok
狅	犭士 mg
眖	目儿 qp
砿	石厶 mk
筺	⺮丶 ri
絋	糹厶 ik
誆	言王 sn
邼	匚阝 nt
鄺	广阝 xt
黋	光黄 mn
𡶢	山儿 vp
𡾇	山黃 vn
𢼑	匚攵 nh
𢼳	匚攵 nh
𣍦	月儿 vp
𣒸	木王 en
𣴥	氵王 kn
𤝿	犭王 mn
𤞇	犭土 mg
𥈏	目大 qm
𦚞	月王 vn
𦥰	臼光 pm
𧥌	⺈黃 xn
𧻔	走王 pn
𨀕	⻊王 pn
𨇁	⻊黄 pn
𨏆	車車 yy
𨖢	犭辶 mu
𨴑	門王 an
𩢼	馬王 nn
𩬹	镸王 pn
𩷗	魚王 wn
𪍿	木黃 en
𪏪	黄黄 nn
虧	虍ㄅ za
窺	穴見 ee
媿	女鬼 ba
餽	飠鬼 qa
刲	土刂 gp
隗	阝鬼 ta
頍	支頁 cw
嬇	女貝 bo
磈	石鬼 ma
鍨	金大 zm
楑	木大 em
饋	飠貝 qo
蘷	卝夊 lh
蹞	⻊頁 pw
躨	⻊夊 ph
晆	日土 og
鄈	癶阝 ht
鍷	金土 zg
頯	頁 vw
㕟	⺊又 yr
㙓	土土 gg
㚝	大土 mg
㛻	女土 bg
㨒	扌土 ug
䈐	⺮火 rc
䍪	⺶木 ge
䕚	艹貝 lo
䕫	艹夊 lh
䖯	土虫 gc
䟸	⻊廾 pl
䠑	⻊土 pg
䤆	酉大 ym
䦱	門灬 ac
䧶	隹六 ua
䫥	鬼頁 aw
䯓	骨土 fg
䳫	癶鳥 hx
嘳	口貝 do
尯	尢⺋ oz
巋	山巾 vr
